CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
15634602,Hargrave,619,France,Female,42,0.0,1,1,1,101348.88
15647311,Hill,608,Spain,Female,41,83807.86,1,0,1,112542.58
15737888,Mitchell,850,Spain,Female,43,125510.82,1,1,1,79084.1
15592531,Bartlett,822,France,Male,50,0.0,2,1,1,10062.8
15792365,He,501,France,Male,44,142051.07,2,0,1,74940.5
15600882,Scott,635,Spain,Female,35,0.0,2,1,1,65951.65
15643966,Goforth,616,Germany,Male,45,143129.41,2,0,1,64327.26
15788218,Henderson,549,Spain,Female,24,0.0,2,1,1,14406.41
15568982,Hao,726,France,Female,24,0.0,2,1,1,54724.03
15577657,McDonald,732,France,Male,41,0.0,2,1,1,170886.17
15725737,Mosman,669,France,Male,46,0.0,2,0,1,8487.75
15625047,Yen,846,France,Female,38,0.0,1,1,1,187616.16
15738191,Maclean,577,France,Male,25,0.0,2,0,1,124508.29
15736816,Young,756,Germany,Male,36,136815.64,1,1,1,170041.95
15728693,McWilliams,574,Germany,Female,43,141349.43,1,1,1,100187.43
15656300,Lucciano,411,France,Male,29,59697.17,2,1,1,53483.21
15706552,Odinakachukwu,533,France,Male,36,85311.7,1,0,1,156731.91
15659428,Maggard,520,Spain,Female,42,0.0,2,1,1,34410.55
15732963,Clements,722,Spain,Female,29,0.0,2,1,1,142033.07
15788448,Watson,490,Spain,Male,31,145260.23,1,0,1,114066.77
15729599,Lorenzo,804,Spain,Male,33,76548.6,1,0,1,98453.45
15717426,Armstrong,850,France,Male,36,0.0,1,1,1,40812.9
15585768,Cameron,582,Germany,Male,41,70349.48,2,0,1,178074.04
15687946,Osborne,556,France,Female,61,117419.35,1,1,1,94153.83
15684171,Bianchi,660,Spain,Female,61,155931.11,1,1,1,158338.39
15754849,Tyler,776,Germany,Female,32,109421.13,2,1,1,126517.46
15602280,Martin,829,Germany,Female,27,112045.67,1,1,1,119708.21
15771573,Okagbue,637,Germany,Female,39,137843.8,1,1,1,117622.8
15766205,Yin,550,Germany,Male,38,103391.38,1,0,1,90878.13
15760861,Phillipps,619,France,Male,43,125211.92,1,1,1,113410.49
15804771,Velazquez,614,France,Male,51,40685.92,1,1,1,46775.28
15751208,Pirozzi,684,Spain,Male,56,78707.16,1,1,1,99398.36
15592461,Jackson,603,Germany,Male,26,109166.37,1,1,1,92840.67
15789484,Hammond,751,Germany,Female,36,169831.46,2,1,1,27758.36
15641582,Chibugo,735,Germany,Male,43,123180.01,2,1,1,196673.28
15638424,Glauert,661,Germany,Female,35,150725.53,2,0,1,113656.85
15812518,Palermo,657,Spain,Female,37,163607.18,1,0,1,44203.55
15779052,Ballard,604,Germany,Female,25,157780.84,2,1,1,58426.81
15770811,Wallace,519,France,Male,36,0.0,2,0,1,145562.4
15614049,Hu,664,France,Male,55,0.0,2,1,1,139161.64
15662085,Read,678,France,Female,32,0.0,1,1,1,148210.64
15575185,Bushell,757,Spain,Male,33,77253.22,1,0,1,194239.63
15701164,Onyeorulu,506,France,Female,34,90307.62,1,1,1,159235.29
15805254,Ndukaku,652,Spain,Female,75,0.0,2,1,1,114675.75
15767954,Osborne,635,Germany,Female,28,81623.67,2,1,1,156791.36
15757535,Heap,647,Spain,Female,44,0.0,3,1,1,174205.22
15640635,Capon,769,France,Male,29,0.0,2,1,1,172290.61
15676966,Capon,730,Spain,Male,42,0.0,2,0,1,85982.47
15699461,Fiorentini,515,Spain,Male,35,176273.95,1,0,1,121277.78
15738721,Graham,773,Spain,Male,41,102827.44,1,0,1,64595.25
15693683,Yuille,814,Germany,Male,29,97086.4,2,1,1,197276.13
15808582,Fu,665,France,Female,40,0.0,1,1,1,161848.03
15804919,Dunbabin,670,Spain,Female,65,0.0,1,1,1,177655.68
15613854,Mauldon,622,Spain,Female,46,107073.27,2,1,1,30984.59
15599195,Stiger,582,Germany,Male,32,88938.62,1,1,1,10054.53
15812878,Parsons,785,Germany,Female,36,99806.85,1,0,1,36976.52
15803526,Eremenko,685,Germany,Male,30,90536.81,1,0,1,63082.88
15591100,Chiemela,675,Spain,Male,36,106190.55,1,0,1,22994.32
15609618,Fanucci,721,Germany,Male,28,154475.54,2,0,1,101300.94
15675522,Ko,628,Germany,Female,30,132351.29,2,1,1,74169.13
15760085,Calabresi,684,Germany,Female,48,126384.42,1,1,1,198129.36
15671137,MacDonald,549,France,Female,52,0.0,1,0,1,8636.05
15740404,He,758,France,Female,34,0.0,2,1,1,124226.16
15718369,Kaodilinakachukwu,795,Germany,Female,33,130862.43,1,1,1,114935.21
15677871,Cocci,687,France,Male,38,122570.87,1,1,1,35608.88
15642004,Alekseeva,686,France,Male,25,0.0,2,0,1,16459.37
15712543,Chinweike,789,Germany,Male,39,124828.46,2,1,1,124411.08
15584518,Arthur,589,Germany,Female,50,144895.05,2,1,1,34941.23
15802381,Li,461,Germany,Female,34,63663.93,1,0,1,167784.28
15610156,Ma,637,France,Male,40,133463.1,1,0,1,93165.34
15640905,Vasin,579,Spain,Female,35,129490.36,2,0,1,8590.83
15724944,Tien,663,France,Male,34,0.0,2,1,1,180427.24
15628145,Forwood,682,France,Female,43,125851.93,1,1,1,193318.33
15800703,Madukwe,485,Spain,Female,21,113157.22,1,1,1,54141.5
15794413,Harris,416,France,Male,32,0.0,2,0,1,878.87
15709368,Milne,614,France,Female,43,0.0,2,1,1,109041.53
15623595,Clayton,586,Spain,Female,28,0.0,2,1,1,92067.35
15589975,Maclean,646,France,Female,73,97259.25,1,0,1,104719.66
15692132,Wilkinson,717,Spain,Female,22,101060.25,1,0,1,84699.56
15680772,Hu,721,Spain,Female,36,0.0,2,1,1,106977.8
15585388,Sherman,660,Germany,Male,31,125189.75,2,1,1,139874.43
15625524,Rowe,512,France,Male,40,0.0,2,1,1,146457.83
15755209,Fu,484,Spain,Female,35,133868.21,1,1,1,27286.1
15645248,Ho,510,France,Female,30,0.0,2,1,1,130553.47
15762615,Campbell,597,Spain,Female,40,101993.12,1,0,1,94774.12
15716334,Rozier,850,Spain,Female,45,122311.21,1,1,1,19482.5
15789669,Hsia,510,France,Male,65,0.0,2,1,1,48071.61
15719377,Cocci,804,France,Female,50,0.0,1,1,1,8546.87
15708710,Ford,525,Spain,Female,37,0.0,1,0,1,131521.72
15726676,Marshall,616,Spain,Male,30,0.0,2,0,1,196108.51
15594815,Aleshire,807,France,Male,35,174790.15,1,1,1,600.36
15635905,Moran,616,Spain,Female,32,0.0,2,1,1,43001.46
15777892,Samsonova,721,Germany,Male,37,107720.64,1,1,1,158591.12
15656176,Jenkins,501,France,Male,57,0.0,2,1,1,47847.19
15604482,Chiemezie,850,Spain,Male,30,141040.01,1,1,1,5978.2
15622911,Jude,759,France,Male,42,105420.18,1,0,1,121409.06
15600974,He,516,Spain,Male,50,0.0,1,0,1,146145.93
15727868,Onuora,711,France,Female,38,129022.06,2,1,1,14374.86
15773039,Ku,550,France,Male,37,0.0,1,1,1,179670.31
15679531,Collins,618,France,Male,34,134954.53,1,1,1,151954.39
15612087,Dike,671,France,Male,45,106376.85,1,0,1,158264.62
15624592,Tan,603,France,Male,31,0.0,2,1,1,169915.02
15594917,Miller,676,France,Female,34,63095.01,1,1,1,40645.81
15723488,Watson,668,Germany,Male,47,106854.21,1,0,1,157959.02
15774854,Fuller,592,France,Male,54,0.0,1,1,1,28737.71
15725311,Hay,726,France,Female,31,114722.05,2,1,1,98178.57
15787155,Yang,514,Spain,Male,30,0.0,1,0,1,125010.24
15727829,McIntyre,567,France,Male,42,0.0,2,1,1,167984.61
15568748,Poole,671,Germany,Male,45,99564.22,1,1,1,108872.45
15676895,Cattaneo,547,Germany,Female,39,74596.15,3,1,1,85746.52
15808473,Ringrose,673,France,Male,72,0.0,2,0,1,111981.19
15787174,Sergeyev,512,France,Female,37,0.0,2,0,1,156105.03
15723886,Fiore,767,Germany,Male,20,119714.25,2,0,1,150135.38
15704769,Smith,585,France,Female,67,113978.97,2,0,1,93146.11
15711540,Pacheco,712,France,Female,29,0.0,1,1,1,144375.0
15795149,Stevens,703,France,Male,28,81173.83,2,0,1,162812.16
15813844,Barnes,703,France,Male,37,105961.68,2,0,1,74158.8
15596175,McIntosh,659,Germany,Male,67,117411.6,1,1,1,45071.09
15599792,Dimauro,545,France,Female,26,0.0,2,1,1,199638.56
15657566,Wieck,634,Germany,Male,24,103097.85,1,1,1,157577.29
15753754,Morrison,587,Spain,Female,34,0.0,2,1,1,97932.68
15793726,Matveyeva,681,France,Female,79,0.0,2,0,1,170968.99
15694717,Ku,544,Germany,Male,37,79731.91,1,1,1,57558.95
15765297,Yao,766,Spain,Male,41,0.0,2,0,1,34283.23
15636684,Kirkland,727,France,Male,34,0.0,2,1,1,198637.34
15750803,Jess,693,France,Female,30,127992.25,1,1,1,50457.2
15607178,Welch,850,Germany,Male,38,54901.01,1,1,1,140075.55
15713853,Ifeajuna,732,Germany,Male,42,108748.08,2,1,1,65323.11
15673693,Reppert,682,France,Female,26,110654.02,1,0,1,111879.21
15700696,Kang,738,Spain,Male,31,79019.8,1,1,1,18606.23
15653857,Wallis,498,France,Male,34,0.0,2,1,1,148528.24
15787071,Dulhunty,650,Spain,Male,41,0.0,2,0,1,191599.67
15796505,Boyle,811,Germany,Female,34,149297.19,2,1,1,186339.74
15800116,Bowman,712,Germany,Male,28,145605.44,1,0,1,93883.53
15758685,Dubinina,706,Spain,Female,37,0.0,2,1,1,110899.3
15694456,Toscani,756,France,Male,62,0.0,1,1,1,11199.04
15683562,Allen,646,France,Male,35,84026.86,1,0,1,164255.69
15668893,Wilsmore,782,France,Male,39,0.0,2,1,1,33949.67
15669169,Hargreaves,775,Spain,Male,29,0.0,2,1,1,68143.93
15643024,Huang,479,Germany,Male,35,138718.92,1,1,1,47251.79
15708608,Wallwork,799,France,Female,22,174185.98,2,0,1,192633.85
15652266,Chidiebele,703,Germany,Male,42,63227.0,1,0,1,137316.32
15785819,Shao,681,France,Male,38,0.0,2,1,1,112491.96
15774510,Tien,714,France,Female,31,125169.26,1,1,1,106636.89
15650068,Johnson,511,France,Male,58,149117.31,1,1,1,162599.51
15811490,French,627,France,Male,33,0.0,2,1,1,103737.82
15624188,Chiu,712,France,Female,33,0.0,2,1,1,190686.16
15636673,Onwuatuegwu,667,France,Male,31,119266.69,1,1,1,28257.63
15594898,Hewitt,731,France,Male,43,0.0,1,1,1,170034.95
15712287,Pokrovskii,652,France,Female,80,0.0,2,1,1,188603.07
15631868,Robertson,744,Spain,Male,36,153804.44,1,1,1,87213.33
15666252,Ritchie,706,Spain,Male,42,0.0,2,1,1,28714.34
15810834,Gordon,525,Spain,Female,57,145965.33,1,1,1,64448.36
15669064,Mazzanti,671,Germany,Male,35,144848.74,1,1,1,179012.3
15598493,Beach,656,France,Male,50,0.0,2,0,1,72143.44
15702669,Faulkner,663,Germany,Male,44,117028.6,2,0,1,144680.18
15740476,Tsao,659,Germany,Female,32,150923.74,2,0,1,174652.51
15745844,Kerr,642,Germany,Female,40,129502.49,2,0,1,86099.23
15681081,Marrero,545,Spain,Female,47,0.0,2,1,1,38970.14
15747358,Russell,643,Germany,Male,59,170331.37,1,1,1,32171.79
15735203,Seleznyov,654,Germany,Female,32,114510.85,1,1,1,126143.23
15576256,Yusupova,582,France,Male,39,0.0,2,1,1,129892.93
15659420,Foley,659,Spain,Male,32,107594.11,2,1,1,102416.84
15593365,Shih,762,Spain,Male,39,81273.13,1,1,1,18719.67
15812007,Power,670,Spain,Male,25,0.0,2,1,1,78358.94
15625461,Amos,613,France,Female,45,187841.99,2,1,1,147224.27
15611759,Simmons,850,Spain,Female,57,126776.3,2,1,1,132298.49
15633950,Yen,737,France,Male,41,101960.74,1,1,1,123547.28
15592386,Campbell,520,France,Male,58,0.0,2,0,1,32790.02
15803716,West,706,Spain,Male,28,0.0,2,0,1,181543.67
15696674,Robinson,643,Germany,Female,45,150842.93,1,0,1,2319.96
15706365,Bianchi,648,France,Female,50,102535.57,1,1,1,189543.19
15676715,Madukaego,640,France,Male,68,0.0,2,1,1,199493.38
15613085,Ibrahimova,628,Spain,Female,33,0.0,1,1,1,188193.25
15594720,Scott,460,Germany,Female,35,102742.91,2,1,1,189339.6
15684042,Blair,636,Germany,Male,34,40105.51,2,0,1,53512.16
15611579,Sutherland,801,Spain,Male,42,141947.67,1,1,1,10598.29
15774696,Cole,640,Germany,Female,75,106307.91,2,0,1,113428.77
15694506,Briggs,611,Germany,Male,31,107884.81,2,1,1,183487.98
15688074,Gregory,802,Germany,Male,31,125013.72,1,1,1,187658.09
15759537,Bianchi,717,Germany,Male,35,58469.37,2,1,1,172459.39
15758449,Angelo,769,France,Female,39,0.0,1,0,1,21016.0
15583456,Gardiner,745,Germany,Male,45,117231.63,3,1,1,122381.02
15713578,Farrell,483,France,Female,50,0.0,2,1,1,111020.24
15568240,Ting,492,Germany,Female,30,77168.87,2,0,1,146700.22
15720910,Black,560,France,Female,66,0.0,1,1,1,15928.49
15776433,Greco,730,Spain,Male,62,0.0,2,1,1,186489.95
15748936,Whitehead,709,Spain,Female,45,0.0,2,0,1,162922.65
15685226,Morrison,712,Germany,Female,29,147199.07,1,1,1,84932.4
15785611,Onyeoruru,752,Germany,Male,38,183102.29,1,1,1,71557.12
15620505,Celis,594,Spain,Female,24,97378.54,1,1,1,71405.17
15807432,Cheng,645,Germany,Female,37,136925.09,2,0,1,153400.24
15584766,Knight,557,France,Male,33,54503.55,1,1,1,371.05
15762218,Mills,701,France,Female,39,0.0,2,0,1,145894.9
15747795,Pai,593,Germany,Female,38,129499.42,1,1,1,154071.27
15781589,Carpenter,751,Spain,Male,52,0.0,2,0,1,179291.85
15732674,Fennell,443,Spain,Male,36,70438.01,2,0,1,56937.43
15642291,Fontaine,685,France,Male,23,0.0,2,1,1,112239.03
15760431,Pino,850,France,Male,38,0.0,2,1,1,80006.65
15686302,Fisk,745,Spain,Female,31,124328.84,1,1,1,140451.52
15801559,Chiang,693,Germany,Female,41,181461.48,3,1,1,187929.43
15695632,Dellucci,556,France,Female,39,89588.35,1,1,1,94898.1
15806964,Utz,702,France,Male,45,80793.58,1,1,1,27474.81
15597602,Nwachinemelu,619,Germany,Male,57,137946.39,1,1,1,72467.99
15743040,Kuznetsova,724,Germany,Male,41,127892.57,2,0,1,199645.45
15581197,Ricci,762,France,Female,51,99286.98,1,0,1,85578.63
15690134,Hughes,464,Germany,Female,42,85679.25,1,1,1,164104.74
15672145,Swift,534,France,Female,34,121551.58,2,1,1,70179.0
15732628,Ugoji,745,France,Male,46,122220.19,1,1,1,118024.1
15803406,Ross,748,France,Female,26,77780.29,1,0,1,183049.41
15644572,Turnbull,501,France,Male,40,125832.2,1,1,1,100433.83
15785798,Uchechukwu,850,France,Male,40,0.0,2,0,1,119232.33
15726631,Hilton,758,France,Female,39,127357.76,1,0,1,56577.0
15747960,Eluemuno,733,France,Male,33,0.0,1,1,1,7666.73
15707362,Yin,514,Germany,Male,43,95556.31,1,0,1,199273.98
15662976,Lettiere,637,Spain,Male,37,0.0,1,1,1,186062.36
15732778,Templeman,468,Germany,Male,29,111681.98,2,1,1,195711.16
15773792,Evans,662,France,Female,32,133950.37,1,1,1,48725.68
15613786,Ogbonnaya,818,Spain,Male,26,0.0,2,1,1,167036.94
15663252,Olisanugo,850,Spain,Female,32,0.0,2,1,1,18924.92
15749167,Fisk,753,France,Male,35,0.0,2,1,1,184843.77
15759298,Shih,631,Spain,Male,27,134169.62,1,1,1,176730.02
15798888,Pisano,605,Germany,Female,31,117992.59,1,1,1,183598.77
15677538,Nwokike,569,France,Male,38,0.0,1,1,1,108469.2
15797736,Smith,658,France,Male,29,80262.6,1,1,1,20612.82
15695585,Atkins,788,Spain,Male,34,156478.62,1,0,1,181196.76
15637954,Lewis,730,France,Female,35,155470.55,1,1,1,53718.28
15613772,Dalrymple,542,France,Male,39,135096.77,1,1,1,14353.43
15731744,Carslaw,692,France,Male,30,0.0,2,0,1,130486.57
15807709,Kirby,714,Germany,Female,55,180075.22,1,1,1,100127.71
15714689,Houghton,591,Spain,Male,29,97541.24,1,1,1,196356.17
15699005,Martin,710,France,Female,41,156067.05,1,1,1,9983.88
15624170,Tan,639,France,Female,38,81550.94,2,0,1,118974.77
15804256,Hale,765,Germany,Male,36,92310.54,2,1,1,72924.56
15733616,Sopuluchukwu,806,France,Male,40,80613.93,1,1,1,142838.64
15591995,Barry,757,Germany,Male,26,121581.56,2,1,1,127059.04
15677020,Selezneva,570,France,Female,58,0.0,1,0,1,116503.92
15727688,Chizuoke,555,Spain,Male,32,0.0,2,1,1,54405.79
15715941,Lueck,692,France,Male,54,0.0,2,1,1,88721.84
15730059,Udobata,638,Spain,Male,44,77637.35,2,1,1,111346.22
15773890,Okechukwu,733,France,Male,22,0.0,2,1,1,117202.19
15598883,King,599,Spain,Female,37,0.0,2,1,1,143739.29
15568506,Forbes,524,Germany,Female,31,67238.98,2,1,1,161811.23
15593601,Isayev,734,France,Male,34,133598.4,1,1,1,13107.24
15682048,Pisano,605,France,Female,51,136188.78,1,1,1,67110.59
15752081,Vassiliev,468,France,Female,56,0.0,3,0,1,62256.87
15775912,Mazzanti,698,France,Male,48,101238.24,2,0,1,177815.87
15745417,Knipe,707,France,Male,58,89685.92,1,0,1,126471.13
15653547,Madukwe,850,France,Male,56,131317.48,1,1,1,119175.45
15595766,Watts,527,Spain,Male,37,93722.73,2,1,1,139093.73
15742358,Humphreys,696,Germany,Male,32,101160.99,1,1,1,115916.55
15786063,Chin,776,France,Female,31,0.0,2,1,1,112349.51
15600258,Chesnokova,701,France,Male,43,0.0,2,1,1,165303.79
15694272,Nkemakolam,673,France,Male,30,64097.75,1,1,1,77783.35
15736112,Walton,519,Spain,Female,57,119035.35,2,1,1,29871.79
15749851,Brookes,702,Spain,Female,26,135219.57,1,0,1,59747.63
15663478,Baldwin,729,France,Male,32,93694.42,1,1,1,79919.13
15794142,Ferreira,564,Germany,Female,62,114931.35,3,0,1,18260.98
15626578,Milne,622,France,Male,26,0.0,2,1,1,153237.59
15776223,Davide,597,France,Female,42,64740.12,1,1,1,106841.12
15802593,Little,504,France,Female,49,0.0,3,0,1,87822.14
15595440,Kryukova,508,France,Male,49,122451.46,2,1,1,75808.1
15600651,Ijendu,749,France,Male,24,0.0,3,1,1,47911.03
15657284,Day,674,Germany,Male,47,106901.94,1,1,1,2079.2
15775318,Lu,590,Spain,Female,51,154962.99,3,0,1,191932.27
15571816,Ritchie,850,Spain,Female,70,0.0,1,1,1,705.18
15670080,Mackenzie,584,Germany,Female,29,105204.01,1,0,1,138490.03
15800440,Power,650,Spain,Male,61,152968.73,1,0,1,82970.69
15665678,Tan,607,Spain,Male,36,158261.68,1,1,1,76744.72
15788126,Evans,689,Spain,Female,38,121021.05,1,1,1,12182.15
15811773,Hsia,543,France,Male,36,0.0,2,1,1,141210.5
15689614,Teng,687,Spain,Female,63,137715.66,1,1,1,37938.74
15795564,Moretti,737,Germany,Male,31,121192.22,2,1,1,74890.58
15706647,Jordan,761,France,Male,31,0.0,3,1,1,166698.18
15644753,Hung,848,Spain,Male,40,110929.96,1,1,1,30876.84
15653620,Gordon,546,France,Female,27,0.0,2,1,1,14858.1
15633922,Gray,755,France,Male,30,123217.66,2,0,1,144183.1
15658032,Hopkins,701,France,Male,39,0.0,2,1,1,82526.92
15737741,McKay,607,Spain,Female,33,108431.87,2,0,1,109291.39
